"","experiment","condition","id","parameter","model","RMSD","PEARSON"
"16591","E3","2a",6,1,"weight_linear_create",0.53118055101611,0.669776294875291
"16592","E3","2a",6,2,"weight_window_create",1.08900757573123,0.606562245048333
"16593","E3","2a",6,2,"weight_linear_create",0.522589705218157,0.604149874980697
"16594","E3","2a",6,3,"weight_window_create",0.57710965643936,0.659435781552163
"16595","E3","2a",6,3,"weight_linear_create",0.488688663647239,0.537336456956849
"16596","E3","2a",6,4,"weight_window_create",0.5355706652721,0.411095672792334
"16597","E3","2a",6,4,"weight_linear_create",0.502032713804616,0.513974285234509
"16598","E3","2a",6,5,"weight_window_create",0.533104117410474,0.436154097336425
"16599","E3","2a",6,5,"weight_linear_create",0.514324740092876,0.50215443565521
"165910","E3","2a",6,6,"weight_window_create",0.565363083926309,0.466879517850547
"165911","E3","2a",6,6,"weight_linear_create",0.523069851805332,0.495056333156759
"1669","E3","2a_average",3,1,"weight_window_create",0.19375,NA
"16691","E3","2a_average",3,1,"weight_linear_create",0.13125,NA
"16692","E3","2a_average",3,2,"weight_window_create",0.0999999999999996,NA
"16693","E3","2a_average",3,2,"weight_linear_create",0.106249999999999,NA
"16694","E3","2a_average",3,3,"weight_window_create",0.0937499999999991,NA
"16695","E3","2a_average",3,3,"weight_linear_create",0.10125,NA
"1671","E3","2a_average",6,1,"weight_window_create",1.04375,NA
"16711","E3","2a_average",6,1,"weight_linear_create",0.310416666666667,NA
"16712","E3","2a_average",6,2,"weight_window_create",0.9875,NA
"16713","E3","2a_average",6,2,"weight_linear_create",0.24,NA
"16714","E3","2a_average",6,3,"weight_window_create",0.370833333333333,NA
"16715","E3","2a_average",6,3,"weight_linear_create",0.0169642857142858,NA
"16716","E3","2a_average",6,4,"weight_window_create",0.0890624999999998,NA
"16717","E3","2a_average",6,4,"weight_linear_create",0.0774621212121209,NA
"16718","E3","2a_average",6,5,"weight_window_create",0.1175,NA
"16719","E3","2a_average",6,5,"weight_linear_create",0.121527777777778,NA
"167110","E3","2a_average",6,6,"weight_window_create",0.242708333333333,NA
"167111","E3","2a_average",6,6,"weight_linear_create",0.147039473684211,NA
"1681","E3","2b_average",3,1,"weight_window_create",0.0549999999999997,NA
"16811","E3","2b_average",3,1,"weight_linear_create",0.0133333333333328,NA
"16812","E3","2b_average",3,2,"weight_window_create",0.00750000000000028,NA
"16813","E3","2b_average",3,2,"weight_linear_create",0.0322222222222219,NA
"16814","E3","2b_average",3,3,"weight_window_create",0.0416666666666661,NA
"16815","E3","2b_average",3,3,"weight_linear_create",0.0360000000000005,NA
"1683","E3","2b_average",6,1,"weight_window_create",1.06,NA
"16831","E3","2b_average",6,1,"weight_linear_create",0.131666666666667,NA
"16832","E3","2b_average",6,2,"weight_window_create",0.7275,NA
"16833","E3","2b_average",6,2,"weight_linear_create",0.056,NA
"16834","E3","2b_average",6,3,"weight_window_create",0.168333333333333,NA
"16835","E3","2b_average",6,3,"weight_linear_create",0.118571428571429,NA
"16836","E3","2b_average",6,4,"weight_window_create",0.085,NA
"16837","E3","2b_average",6,4,"weight_linear_create",0.196060606060605,NA
"16838","E3","2b_average",6,5,"weight_window_create",0.212,NA
"16839","E3","2b_average",6,5,"weight_linear_create",0.232222222222222,NA
"168310","E3","2b_average",6,6,"weight_window_create",0.331666666666666,NA
"168311","E3","2b_average",6,6,"weight_linear_create",0.253157894736842,NA
"111","E6a","6",8,1,"weight_window_create",0.510555253294554,0.823270259119345
"112","E6a","6",8,1,"weight_linear_create",0.363666513901587,0.878441104564631
"113","E6a","6",8,2,"weight_window_create",0.384924234969256,0.868982516731056
"114","E6a","6",8,2,"weight_linear_create",0.308714448533239,0.900753171628554
"115","E6a","6",8,3,"weight_window_create",0.40588266868732,0.841462633448164
"116","E6a","6",8,3,"weight_linear_create",0.292625408380116,0.904335887597856
"117","E6a","6",8,4,"weight_window_create",0.330151480384383,0.892552223187262
"118","E6a","6",8,4,"weight_linear_create",0.286370791898676,0.905465346011384
"119","E6a","6",8,5,"weight_window_create",0.272519112479596,0.9224427350801
"1110","E6a","6",8,5,"weight_linear_create",0.283145792765871,0.905943211761846
"1112","E6a","6",8,6,"weight_window_create",0.273827466630872,0.906459496706481
"1113","E6a","6",8,6,"weight_linear_create",0.281205235571917,0.906181387018097
"151","E6a","6",14,1,"weight_window_create",1.42711830857384,-0.131289467017063
"152","E6a","6",14,1,"weight_linear_create",1.42157189992862,-0.0274996737170202
"153","E6a","6",14,2,"weight_window_create",1.40824950440846,-0.0544314231061383
"154","E6a","6",14,2,"weight_linear_create",1.4107507529946,0.0122892159669602
"155","E6a","6",14,3,"weight_window_create",1.42727401402503,-0.0483565584838845
"156","E6a","6",14,3,"weight_linear_create",1.17434269330416,0.0349331921948257
"157","E6a","6",14,4,"weight_window_create",1.43034086846458,0.0325914062020868
"158","E6a","6",14,4,"weight_linear_create",0.922212096816753,0.076891482267899
"159","E6a","6",14,5,"weight_window_create",1.41237388817551,0.0490936369615275
"1510","E6a","6",14,5,"weight_linear_create",0.747764511186661,0.115786956852995
"1511","E6a","6",14,6,"weight_window_create",1.41233979753588,0.0492869029406716
"1512","E6a","6",14,6,"weight_linear_create",0.686295751305255,0.137429185743957
"1513","E6a","6",14,7,"weight_window_create",1.02996598583293,0.0632182612334716
"1514","E6a","6",14,7,"weight_linear_create",0.672626016414399,0.150705708978125
"1515","E6a","6",14,8,"weight_window_create",0.793338147744495,0.0780716299764571
"1516","E6a","6",14,8,"weight_linear_create",0.674919034924711,0.159560844292002
"1517","E6a","6",14,9,"weight_window_create",0.687848677013437,0.139520463733214
"1518","E6a","6",14,9,"weight_linear_create",0.682420853149261,0.165844647304655
"1519","E6a","6",14,10,"weight_window_create",0.681860200725437,0.181002865924251
"1520","E6a","6",14,10,"weight_linear_create",0.691270789112744,0.1705170889342
"1521","E6a","6",14,11,"weight_window_create",0.733327072349932,0.210786631320512
"1522","E6a","6",14,11,"weight_linear_create",0.700043816577872,0.174119159380221
"1523","E6a","6",14,12,"weight_window_create",0.824949493403485,0.201259601705399
"1524","E6a","6",14,12,"weight_linear_create",0.708233582148593,0.176976619352673
"29","E6a","8",8,1,"weight_window_create",0.259807621135332,0.91963816855967
"291","E6a","8",8,1,"weight_linear_create",0.198210746429148,0.941598665242397
"292","E6a","8",8,2,"weight_window_create",0.254950975679639,0.903513387469406
"293","E6a","8",8,2,"weight_linear_create",0.199176308365375,0.940599521394269
"295","E6a","8",8,3,"weight_window_create",0.212622513702885,0.933053498202972
"296","E6a","8",8,3,"weight_linear_create",0.202871941858376,0.937551348788877
"297","E6a","8",8,4,"weight_window_create",0.176001598004109,0.953010645236472
"298","E6a","8",8,4,"weight_linear_create",0.205924593654097,0.935223862336683
"299","E6a","8",8,5,"weight_window_create",0.227321358433386,0.924219680712176
"2910","E6a","8",8,5,"weight_linear_create",0.208059376661284,0.933614012883484
"2911","E6a","8",8,6,"weight_window_create",0.218303114957162,0.92588664142693
"2912","E6a","8",8,6,"weight_linear_create",0.209591976161612,0.932461021152825
"43","E6a","8",14,1,"weight_window_create",1.76050418914583,0.124249722347748
"431","E6a","8",14,1,"weight_linear_create",0.772504045296851,0.289103079830305
"432","E6a","8",14,2,"weight_window_create",1.7265844172817,0.210601708098251
"434","E6a","8",14,2,"weight_linear_create",0.661266393090096,0.351430962936081
"435","E6a","8",14,3,"weight_window_create",0.667759520918854,0.323512804338304
"437","E6a","8",14,3,"weight_linear_create",0.542253065778036,0.346923527223231
"439","E6a","8",14,4,"weight_window_create",0.480925215080266,0.356142441716624
"4310","E6a","8",14,4,"weight_linear_create",0.464818901907235,0.325150531283365
"4311","E6a","8",14,5,"weight_window_create",0.506285492582989,0.416347640896821
"4312","E6a","8",14,5,"weight_linear_create",0.468066151404617,0.314216803639157
"4313","E6a","8",14,6,"weight_window_create",0.639566367853164,0.404249133648142
"4314","E6a","8",14,6,"weight_linear_create",0.507271827370219,0.302464300341725
"4315","E6a","8",14,7,"weight_window_create",0.483859378289998,0.328634860673053
"4316","E6a","8",14,7,"weight_linear_create",0.543374031626843,0.293353336671529
"4317","E6a","8",14,8,"weight_window_create",0.462193733054657,0.295464170127279
"4318","E6a","8",14,8,"weight_linear_create",0.572080850929307,0.286451793219634
"4319","E6a","8",14,9,"weight_window_create",0.521985762068726,0.267033306634816
"4320","E6a","8",14,9,"weight_linear_create",0.594652613223493,0.281138572802953
"4321","E6a","8",14,10,"weight_window_create",0.616340003569458,0.229220252642762
"4322","E6a","8",14,10,"weight_linear_create",0.612635969053819,0.276955170427525
"4323","E6a","8",14,11,"weight_window_create",0.687243565999904,0.260788968509433
"4324","E6a","8",14,11,"weight_linear_create",0.6272163648006,0.273589573718143
"4325","E6a","8",14,12,"weight_window_create",0.760333899605225,0.243711771972791
"4326","E6a","8",14,12,"weight_linear_create",0.639239905139139,0.270829726325758
"57","E6a","3",8,1,"weight_window_create",0.353553390593274,0.790754916898956
"571","E6a","3",8,1,"weight_linear_create",0.23266123441605,0.893830556333285
"572","E6a","3",8,2,"weight_window_create",0.289395922569756,0.855952376412269
"573","E6a","3",8,2,"weight_linear_create",0.21151984837954,0.874579380673724
"574","E6a","3",8,3,"weight_window_create",0.239646730742473,0.90956540553188
"575","E6a","3",8,3,"weight_linear_create",0.218719088069073,0.851658055563664
"576","E6a","3",8,4,"weight_window_create",0.214148021237648,0.884570547648434
"578","E6a","3",8,4,"weight_linear_create",0.22473097771709,0.837656015231994
"579","E6a","3",8,5,"weight_window_create",0.212955394390469,0.845261759532988
"5710","E6a","3",8,5,"weight_linear_create",0.228915857883997,0.828569348887222
"5711","E6a","3",8,6,"weight_window_create",0.248677055189613,0.788204157381503
"5712","E6a","3",8,6,"weight_linear_create",0.231906984826732,0.822257118364176
"71","E6a","3",14,1,"weight_window_create",2.48809666210941,0.100752285198997
"711","E6a","3",14,1,"weight_linear_create",1.46670336128339,0.228220450164236
"712","E6a","3",14,2,"weight_window_create",2.46782419349515,0.113342389206455
"713","E6a","3",14,2,"weight_linear_create",0.896371654425296,0.356272043913941
"714","E6a","3",14,3,"weight_window_create",1.38864442292955,0.214245804667497
"715","E6a","3",14,3,"weight_linear_create",0.634560367158162,0.437514758421926
"716","E6a","3",14,4,"weight_window_create",0.866949573216343,0.340310359304515
"717","E6a","3",14,4,"weight_linear_create",0.545131343639477,0.493785924743861
"718","E6a","3",14,5,"weight_window_create",0.611248721880054,0.436325462202593
"719","E6a","3",14,5,"weight_linear_create",0.548080390602316,0.531285266377619
"7110","E6a","3",14,6,"weight_window_create",0.560118415059609,0.461271616118559
"7111","E6a","3",14,6,"weight_linear_create",0.579394605515467,0.547869802737162
"7112","E6a","3",14,7,"weight_window_create",0.580024630018908,0.470548245962629
"7113","E6a","3",14,7,"weight_linear_create",0.608155376542986,0.556161664614859
"7114","E6a","3",14,8,"weight_window_create",0.606644523691593,0.533170228579966
"7115","E6a","3",14,8,"weight_linear_create",0.631229246083474,0.560896708407017
"7116","E6a","3",14,9,"weight_window_create",0.644354639336575,0.560254363138472
"7117","E6a","3",14,9,"weight_linear_create",0.649517988119858,0.563863219870331
"7118","E6a","3",14,10,"weight_window_create",0.705270338239175,0.551944192045072
"7119","E6a","3",14,10,"weight_linear_create",0.664181224082426,0.56585186117651
"7120","E6a","3",14,11,"weight_window_create",0.74090211932024,0.58816112155211
"7121","E6a","3",14,11,"weight_linear_create",0.676128461277036,0.567255211500972
"7122","E6a","3",14,12,"weight_window_create",0.787359445128674,0.573785646279153
"7123","E6a","3",14,12,"weight_linear_create",0.686019096784786,0.568286140646407
"85","E6a","4",8,1,"weight_window_create",0.427617987059879,0.846521670197842
"851","E6a","4",8,1,"weight_linear_create",0.261629509039023,0.931453631417818
"852","E6a","4",8,2,"weight_window_create",0.234520787991172,0.944883354987027
"853","E6a","4",8,2,"weight_linear_create",0.231968799215592,0.946677806012913
"854","E6a","4",8,3,"weight_window_create",0.302896074167414,0.911442253943302
"855","E6a","4",8,3,"weight_linear_create",0.223624396962768,0.951036023935035
"856","E6a","4",8,4,"weight_window_create",0.243578236184716,0.935293219143288
"857","E6a","4",8,4,"weight_linear_create",0.220697946918974,0.952503610001627
"858","E6a","4",8,5,"weight_window_create",0.23089886468817,0.944672019153712
"859","E6a","4",8,5,"weight_linear_create",0.219300250617401,0.953188514056318
"8510","E6a","4",8,6,"weight_window_create",0.216070608682689,0.954687180125067
"8511","E6a","4",8,6,"weight_linear_create",0.218508516389246,0.953570235911676
"99","E6a","4",14,1,"weight_window_create",1.8589551596836,0.108832222487566
"991","E6a","4",14,1,"weight_linear_create",1.1027206614292,0.254657008929725
"992","E6a","4",14,2,"weight_window_create",1.84468348039905,0.0852876727488984
"993","E6a","4",14,2,"weight_linear_create",0.911794188781204,0.411414297361496
"994","E6a","4",14,3,"weight_window_create",1.06595958707159,0.253457662428664
"995","E6a","4",14,3,"weight_linear_create",0.914483330577853,0.433138619988518
"996","E6a","4",14,4,"weight_window_create",0.915296595177136,0.430208866607726
"997","E6a","4",14,4,"weight_linear_create",0.918371331862946,0.392901191234354
"998","E6a","4",14,5,"weight_window_create",0.99258680800652,0.534460196793839
"999","E6a","4",14,5,"weight_linear_create",0.927875829511695,0.362515137760975
"9910","E6a","4",14,6,"weight_window_create",1.10015330821995,0.541439078271627
"9911","E6a","4",14,6,"weight_linear_create",0.941543389612495,0.344587737545806
"9912","E6a","4",14,7,"weight_window_create",0.969641212837332,0.478024076940568
"9913","E6a","4",14,7,"weight_linear_create",0.953151285208162,0.333599100159287
"9914","E6a","4",14,8,"weight_window_create",0.917178563779782,0.428055687821322
"9915","E6a","4",14,8,"weight_linear_create",0.962367286253431,0.326211269920131
"9916","E6a","4",14,9,"weight_window_create",0.939013328843649,0.328373719668805
"9917","E6a","4",14,9,"weight_linear_create",0.969689481135605,0.320914250524283
"9918","E6a","4",14,10,"weight_window_create",0.962897413316407,0.303728010477848
"9919","E6a","4",14,10,"weight_linear_create",0.975590835839723,0.316934374403081
"9920","E6a","4",14,11,"weight_window_create",0.991034187266301,0.295486784539659
"9921","E6a","4",14,11,"weight_linear_create",0.980425735409644,0.313836325436297
"9922","E6a","4",14,12,"weight_window_create",1.02696772023891,0.289092874857697
"9923","E6a","4",14,12,"weight_linear_create",0.984448960204503,0.311357023301803
"1131","E6a","1",8,1,"weight_window_create",0.36657195746538,0.909840281648345
"1132","E6a","1",8,1,"weight_linear_create",0.351541249357739,0.911048843389193
"1133","E6a","1",8,2,"weight_window_create",0.357508741151877,0.913075478946354
"1134","E6a","1",8,2,"weight_linear_create",0.359115583437385,0.907852641592187
"1135","E6a","1",8,3,"weight_window_create",0.398608691436713,0.886651815959978
"1136","E6a","1",8,3,"weight_linear_create",0.362064944278115,0.906317848831967
"1137","E6a","1",8,4,"weight_window_create",0.381301226066741,0.894668776673195
"1138","E6a","1",8,4,"weight_linear_create",0.364375416904659,0.905129289316125
"1139","E6a","1",8,5,"weight_window_create",0.389133653132185,0.895231981626923
"11310","E6a","1",8,5,"weight_linear_create",0.365979009753536,0.904305194502404
"11311","E6a","1",8,6,"weight_window_create",0.373678226107258,0.900340676346935
"11312","E6a","1",8,6,"weight_linear_create",0.367128404063706,0.903714413231718
"127","E6a","1",14,1,"weight_window_create",1.18848643240047,0.356205821946113
"1271","E6a","1",14,1,"weight_linear_create",0.953205119583398,0.452200111485433
"1272","E6a","1",14,2,"weight_window_create",1.01827059272082,0.405666234822759
"1273","E6a","1",14,2,"weight_linear_create",0.660507260573146,0.409449540217645
"1274","E6a","1",14,3,"weight_window_create",0.938046137221169,0.462894077484093
"1275","E6a","1",14,3,"weight_linear_create",0.617039583189136,0.416665637945167
"1276","E6a","1",14,4,"weight_window_create",0.910893277228458,0.45335214565006
"1277","E6a","1",14,4,"weight_linear_create",0.616602762678006,0.429757111092684
"1278","E6a","1",14,5,"weight_window_create",0.646065012208524,0.351286195088622
"1279","E6a","1",14,5,"weight_linear_create",0.618244223949625,0.443678034430229
"12710","E6a","1",14,6,"weight_window_create",0.799240090474835,0.323316191158453
"12711","E6a","1",14,6,"weight_linear_create",0.61995793968779,0.450968387208558
"12712","E6a","1",14,7,"weight_window_create",0.705680305717505,0.383786502296435
"12713","E6a","1",14,7,"weight_linear_create",0.621533090401546,0.454968077902624
"12714","E6a","1",14,8,"weight_window_create",0.662721071605544,0.439856462165361
"12715","E6a","1",14,8,"weight_linear_create",0.622827067134655,0.457480863561214
"12716","E6a","1",14,9,"weight_window_create",0.640547364311123,0.445893662525053
"12717","E6a","1",14,9,"weight_linear_create",0.623875987559295,0.45920138858873
"12718","E6a","1",14,10,"weight_window_create",0.63718129288296,0.440530524773406
"12719","E6a","1",14,10,"weight_linear_create",0.624732878331565,0.46045154621472
"12720","E6a","1",14,11,"weight_window_create",0.636014514622047,0.462066939147388
"12721","E6a","1",14,11,"weight_linear_create",0.62544185338961,0.461400240212793
"12722","E6a","1",14,12,"weight_window_create",0.63252758503747,0.46826225319841
"12723","E6a","1",14,12,"weight_linear_create",0.626036255091937,0.462144393767679
"141","E6a","5a",8,1,"weight_window_create",0.5472151719794,0.806662194671062
"1411","E6a","5a",8,1,"weight_linear_create",0.180431581369658,0.965759763445209
"1412","E6a","5a",8,2,"weight_window_create",0.26718699236469,0.924234890282017
"1413","E6a","5a",8,2,"weight_linear_create",0.128006794667227,0.981357541981683
"1414","E6a","5a",8,3,"weight_window_create",0.189541356769244,0.962501938104908
"1415","E6a","5a",8,3,"weight_linear_create",0.128404062652959,0.980942290662777
"1416","E6a","5a",8,4,"weight_window_create",0.145892845000096,0.976145414742702
"1417","E6a","5a",8,4,"weight_linear_create",0.132589488893946,0.979611329471122
"1418","E6a","5a",8,5,"weight_window_create",0.155706276188355,0.972338034734711
"1419","E6a","5a",8,5,"weight_linear_create",0.13607459576396,0.978502597218753
"14110","E6a","5a",8,6,"weight_window_create",0.154959174233126,0.972113513961971
"14111","E6a","5a",8,6,"weight_linear_create",0.13873358256499,0.977644926860732
"1551","E6a","5a",14,1,"weight_window_create",1.84556525517553,0.457477506315364
"1552","E6a","5a",14,1,"weight_linear_create",1.78456966490213,0.598720100974334
"1553","E6a","5a",14,2,"weight_window_create",1.7637948356377,0.569018692011268
"1554","E6a","5a",14,2,"weight_linear_create",1.29492098514648,0.608569290360253
"1555","E6a","5a",14,3,"weight_window_create",1.75815559923208,0.637309596344905
"1558","E6a","5a",14,3,"weight_linear_create",0.928752168153113,0.629261098803998
"1559","E6a","5a",14,4,"weight_window_create",1.80752670181599,0.571947864075543
"15510","E6a","5a",14,4,"weight_linear_create",0.796817821685111,0.63317544960848
"15511","E6a","5a",14,5,"weight_window_create",1.1333431372125,0.580960350409858
"15512","E6a","5a",14,5,"weight_linear_create",0.846270064538833,0.610907395723276
"15513","E6a","5a",14,6,"weight_window_create",0.880787736652275,0.518151351489217
"15514","E6a","5a",14,6,"weight_linear_create",0.932579942080187,0.593230541870279
"15515","E6a","5a",14,7,"weight_window_create",0.831896720870452,0.564272794771209
"15516","E6a","5a",14,7,"weight_linear_create",1.00205972613681,0.581269896834533
"15517","E6a","5a",14,8,"weight_window_create",0.900592975951586,0.621153232865459
"15518","E6a","5a",14,8,"weight_linear_create",1.05485874076246,0.572817959325123
"15519","E6a","5a",14,9,"weight_window_create",1.02530399654071,0.613659527539411
"15520","E6a","5a",14,9,"weight_linear_create",1.09547347393193,0.566574957059293
"15521","E6a","5a",14,10,"weight_window_create",1.15812588070363,0.576654257829202
"15522","E6a","5a",14,10,"weight_linear_create",1.12742433531108,0.561791021949938
"15523","E6a","5a",14,11,"weight_window_create",1.2838564638039,0.537589739547408
"15524","E6a","5a",14,11,"weight_linear_create",1.15311828377273,0.558014707297301
"15525","E6a","5a",14,12,"weight_window_create",1.38250337663955,0.526434405192867
"15526","E6a","5a",14,12,"weight_linear_create",1.17418660681177,0.554961014546131
"169","E6a","6_adjusted",8,1,"weight_window_create",0.510555253294554,0.823270259119345
"1691","E6a","6_adjusted",8,1,"weight_linear_create",0.363666513901587,0.878441104564631
"1692","E6a","6_adjusted",8,2,"weight_window_create",0.384924234969256,0.868982516731056
"1693","E6a","6_adjusted",8,2,"weight_linear_create",0.308714448533239,0.900753171628554
"1694","E6a","6_adjusted",8,3,"weight_window_create",0.40588266868732,0.841462633448164
"1695","E6a","6_adjusted",8,3,"weight_linear_create",0.292625408380116,0.904335887597856
"1696","E6a","6_adjusted",8,4,"weight_window_create",0.330151480384383,0.892552223187262
"1697","E6a","6_adjusted",8,4,"weight_linear_create",0.286370791898676,0.905465346011384
"1698","E6a","6_adjusted",8,5,"weight_window_create",0.272519112479596,0.9224427350801
"1699","E6a","6_adjusted",8,5,"weight_linear_create",0.283145792765871,0.905943211761846
"16910","E6a","6_adjusted",8,6,"weight_window_create",0.273827466630872,0.906459496706481
"16911","E6a","6_adjusted",8,6,"weight_linear_create",0.281205235571917,0.906181387018097
"183","E6a","6_adjusted",14,1,"weight_window_create",1.42711830857384,-0.131289467017063
"1831","E6a","6_adjusted",14,1,"weight_linear_create",1.42157189992862,-0.0274996737170202
"1832","E6a","6_adjusted",14,2,"weight_window_create",1.40824950440846,-0.0544314231061383
"1833","E6a","6_adjusted",14,2,"weight_linear_create",1.02028036992669,0.0385509607132098
"1834","E6a","6_adjusted",14,3,"weight_window_create",1.42727401402503,-0.0483565584838845
"1835","E6a","6_adjusted",14,3,"weight_linear_create",0.749486449691791,0.0807408841037124
"1836","E6a","6_adjusted",14,4,"weight_window_create",1.43034086846458,0.0325914062020868
"1837","E6a","6_adjusted",14,4,"weight_linear_create",0.686401403737158,0.12998897788521
"1838","E6a","6_adjusted",14,5,"weight_window_create",0.88124154842283,0.0912911773040245
"1839","E6a","6_adjusted",14,5,"weight_linear_create",0.757505291684257,0.166344259527893
"18310","E6a","6_adjusted",14,6,"weight_window_create",0.68281823404237,0.139057592389653
"18311","E6a","6_adjusted",14,6,"weight_linear_create",0.844510395753172,0.183482994020021
"18312","E6a","6_adjusted",14,7,"weight_window_create",0.718899385540572,0.13829990003149
"18313","E6a","6_adjusted",14,7,"weight_linear_create",0.910038013597781,0.193162677532344
"18314","E6a","6_adjusted",14,8,"weight_window_create",0.831326750842692,0.140358704513345
"18315","E6a","6_adjusted",14,8,"weight_linear_create",0.95858224013963,0.199285417491927
"18316","E6a","6_adjusted",14,9,"weight_window_create",0.93024621724109,0.191264382580433
"18317","E6a","6_adjusted",14,9,"weight_linear_create",0.995439163395833,0.203474657789153
"18318","E6a","6_adjusted",14,10,"weight_window_create",1.04558436611622,0.219337658970009
"18319","E6a","6_adjusted",14,10,"weight_linear_create",1.0242071348492,0.206508245918722
"18320","E6a","6_adjusted",14,11,"weight_window_create",1.14734332011603,0.239725587976223
"18321","E6a","6_adjusted",14,11,"weight_linear_create",1.04722154138488,0.208800481350254
"18322","E6a","6_adjusted",14,12,"weight_window_create",1.24961105059846,0.224834702333739
"18323","E6a","6_adjusted",14,12,"weight_linear_create",1.0660233627992,0.210590584940538
"197","E6a","1_average",8,1,"weight_window_create",0.09375,NA
"1971","E6a","1_average",8,1,"weight_linear_create",0.0131249999999996,NA
"1972","E6a","1_average",8,2,"weight_window_create",0.0437500000000002,NA
"1973","E6a","1_average",8,2,"weight_linear_create",0.027678571428571,NA
"1974","E6a","1_average",8,3,"weight_window_create",0.020833333333333,NA
"1975","E6a","1_average",8,3,"weight_linear_create",0.0270833333333336,NA
"1976","E6a","1_average",8,4,"weight_window_create",0.0187499999999998,NA
"1977","E6a","1_average",8,4,"weight_linear_create",0.0268055555555557,NA
"1978","E6a","1_average",8,5,"weight_window_create",0.0587499999999999,NA
"1979","E6a","1_average",8,5,"weight_linear_create",0.0266447368421048,NA
"19710","E6a","1_average",8,6,"weight_window_create",0.0260416666666661,NA
"19711","E6a","1_average",8,6,"weight_linear_create",0.026539855072464,NA
"211","E6a","1_average",14,1,"weight_window_create",0.9375,NA
"2111","E6a","1_average",14,1,"weight_linear_create",0.6975,NA
"2112","E6a","1_average",14,2,"weight_window_create",0.73125,NA
"2113","E6a","1_average",14,2,"weight_linear_create",0.195238095238095,NA
"2114","E6a","1_average",14,3,"weight_window_create",0.672916666666667,NA
"2115","E6a","1_average",14,3,"weight_linear_create",0.0135416666666668,NA
"2116","E6a","1_average",14,4,"weight_window_create",0.6390625,NA
"2117","E6a","1_average",14,4,"weight_linear_create",0.0662500000000001,NA
"2118","E6a","1_average",14,5,"weight_window_create",0.0024999999999995,NA
"2119","E6a","1_average",14,5,"weight_linear_create",0.0709935897435892,NA
"21110","E6a","1_average",14,6,"weight_window_create",0.48125,NA
"21111","E6a","1_average",14,6,"weight_linear_create",0.0676470588235296,NA
"21112","E6a","1_average",14,7,"weight_window_create",0.342857142857143,NA
"21113","E6a","1_average",14,7,"weight_linear_create",0.0655753968253969,NA
"21114","E6a","1_average",14,8,"weight_window_create",0.2734375,NA
"21115","E6a","1_average",14,8,"weight_linear_create",0.0641666666666665,NA
"21116","E6a","1_average",14,9,"weight_window_create",0.196527777777777,NA
"21117","E6a","1_average",14,9,"weight_linear_create",0.0631465517241372,NA
"21118","E6a","1_average",14,10,"weight_window_create",0.13875,NA
"21119","E6a","1_average",14,10,"weight_linear_create",0.0623737373737372,NA
"21120","E6a","1_average",14,11,"weight_window_create",0.110227272727272,NA
"21121","E6a","1_average",14,11,"weight_linear_create",0.061768018018018,NA
"21122","E6a","1_average",14,12,"weight_window_create",0.0567708333333332,NA
"21123","E6a","1_average",14,12,"weight_linear_create",0.0612804878048774,NA
"225","E6a","3_average",8,1,"weight_window_create",0.125,NA
"2251","E6a","3_average",8,1,"weight_linear_create",0.0856250000000003,NA
"2252","E6a","3_average",8,2,"weight_window_create",0.0875000000000004,NA
"2253","E6a","3_average",8,2,"weight_linear_create",0.0651785714285715,NA
"2254","E6a","3_average",8,3,"weight_window_create",0.10625,NA
"2255","E6a","3_average",8,3,"weight_linear_create",0.0566287878787888,NA
"2256","E6a","3_average",8,4,"weight_window_create",0.0593750000000002,NA
"2257","E6a","3_average",8,4,"weight_linear_create",0.0526388888888896,NA
"2258","E6a","3_average",8,5,"weight_window_create",0.0525000000000002,NA
"2259","E6a","3_average",8,5,"weight_linear_create",0.0503289473684214,NA
"22510","E6a","3_average",8,6,"weight_window_create",0.041666666666667,NA
"22511","E6a","3_average",8,6,"weight_linear_create",0.0488224637681158,NA
"239","E6a","3_average",14,1,"weight_window_create",2.30625,NA
"2391","E6a","3_average",14,1,"weight_linear_create",1.280625,NA
"2392","E6a","3_average",14,2,"weight_window_create",2.284375,NA
"2393","E6a","3_average",14,2,"weight_linear_create",0.655654761904762,NA
"2394","E6a","3_average",14,3,"weight_window_create",1.175,NA
"2395","E6a","3_average",14,3,"weight_linear_create",0.282638888888889,NA
"2396","E6a","3_average",14,4,"weight_window_create",0.6015625,NA
"2397","E6a","3_average",14,4,"weight_linear_create",0.0356818181818181,NA
"2398","E6a","3_average",14,5,"weight_window_create",0.21625,NA
"2399","E6a","3_average",14,5,"weight_linear_create",0.143189102564103,NA
"23910","E6a","3_average",14,6,"weight_window_create",0.0197916666666664,NA
"23911","E6a","3_average",14,6,"weight_linear_create",0.250306372549019,NA
"23912","E6a","3_average",14,7,"weight_window_create",0.173214285714286,NA
"23913","E6a","3_average",14,7,"weight_linear_create",0.316617063492063,NA
"23914","E6a","3_average",14,8,"weight_window_create",0.29765625,NA
"23915","E6a","3_average",14,8,"weight_linear_create",0.361708333333334,NA
"23916","E6a","3_average",14,9,"weight_window_create",0.384027777777778,NA
"23917","E6a","3_average",14,9,"weight_linear_create",0.394360632183908,NA
"23918","E6a","3_average",14,10,"weight_window_create",0.475625,NA
"23919","E6a","3_average",14,10,"weight_linear_create",0.419097222222222,NA
"23920","E6a","3_average",14,11,"weight_window_create",0.540909090909091,NA
